sig,n_fafb,n_banc,n_mcns,max_count
48_23,4,6,9,9
69_47,9,4,3,9
39_60,9,2,5,9
54_20,7,6,9,9
53_27,5,5,9,9
24_77,6,1,9,9
59_23,5,2,9,9
3_38,5,6,9,9
41_56,5,2,9,9
61_37,5,5,9,9
67_36,6,3,9,9
63_55,7,3,9,9
64_40,4,6,9,9
36_10,6,9,9,9
19_73,6,2,9,9
56_29,3,2,9,9
74_43,3,3,9,9
71_47,8,1,9,9
39_61,9,3,9,9
18_63,7,2,9,9
14_51,9,8,8,9
48_39,8,6,9,9
33_57,9,4,5,9
52_47,9,7,9,9
35_62,9,2,4,9
54_61,2,3,9,9
58_69,9,4,4,9
71_50,4,3,9,9
71_74,4,1,9,9
69_50,4,2,9,9
59_35,7,9,9,9
24_81,1,1,9,9
4_38,3,3,9,9
54_27,2,9,7,9
8_44,3,6,9,9
59_45,2,4,9,9
53_56,9,4,4,9
25_74,2,1,9,9
15_54,5,4,9,9
55_47,9,3,3,9
61_45,8,4,9,9
88_61,9,3,7,9
75_62,5,2,9,9
63_29,5,1,9,9
69_36,3,2,9,9
69_51,4,3,9,9
60_46,1,2,9,9
43_45,5,4,9,9
73_30,2,2,9,9
68_27,4,5,9,9
61_46,9,4,5,9
50_54,4,6,9,9
47_49,5,3,9,9
56_41,5,3,9,9
47_28,2,8,9,9
46_49,8,8,9,9
46_56,5,4,9,9
0_31,9,4,4,9
51_34,3,4,9,9
42_14,9,7,5,9
47_57,2,5,9,9
30_57,7,1,9,9
46_45,5,6,9,9
57_22,8,6,9,9
48_40,7,4,9,9
61_50,5,5,9,9
74_39,5,4,9,9
37_7,2,3,9,9
53_30,2,5,9,9
57_43,9,7,9,9
61_40,9,2,7,9
39_10,3,4,9,9
38_52,6,3,9,9
54_21,5,3,9,9
55_28,4,4,9,9
69_37,2,2,9,9
49_72,9,6,1,9
6_48,1,7,9,9
37_53,4,6,9,9
25_67,5,1,9,9
46_51,7,6,9,9
27_69,5,2,9,9
55_33,2,6,9,9
43_15,5,8,9,9
27_62,7,5,9,9
63_31,5,3,9,9
71_46,9,2,6,9
78_47,2,3,9,9
69_42,6,6,9,9
55_56,4,6,9,9
16_60,1,4,9,9
56_34,6,2,9,9
69_33,5,1,9,9
66_29,9,5,4,9
56_53,4,8,9,9
36_8,2,5,9,9
53_49,4,5,9,9
52_62,2,4,9,9
56_27,5,5,9,9
29_58,4,4,9,9
73_34,2,1,9,9
22_73,6,2,9,9
62_49,4,4,9,9
27_68,4,2,9,9
52_27,5,8,9,9
58_23,3,3,9,9
23_4,5,9,8,9
58_37,5,4,9,9
54_40,3,9,8,9
30_70,9,2,1,9
85_55,2,1,9,9
21_73,7,1,9,9
17_57,5,6,9,9
54_56,9,3,7,9
38_55,4,5,9,9
29_5,4,5,9,9
49_44,6,1,9,9
62_29,5,1,9,9
33_58,8,4,9,9
26_74,4,1,9,9
52_65,7,1,9,9
67_31,3,2,9,9
48_56,8,4,9,9
57_27,9,4,6,9
4_36,4,9,8,9
51_51,9,3,5,9
52_43,7,6,9,9
49_52,4,9,6,9
46_16,5,5,9,9
68_44,5,2,9,9
45_58,3,2,9,9
64_44,3,6,9,9
64_52,1,2,9,9
64_33,3,3,9,9
18_71,6,1,9,9
63_35,3,5,9,9
27_74,1,3,9,9
35_59,9,2,8,9
55_21,7,2,9,9
49_54,3,5,9,9
59_41,5,4,9,9
67_52,5,1,9,9
78_33,2,2,9,9
54_34,4,7,9,9
47_59,4,4,9,9
77_55,1,4,9,9
3_34,5,9,3,9
52_29,5,6,9,9
58_45,3,6,9,9
59_46,8,3,9,9
61_24,4,1,9,9
31_6,1,9,9,9
7_47,1,9,3,9
15_59,5,5,9,9
45_49,5,4,9,9
50_15,2,5,9,9
66_48,2,3,9,9
63_28,2,2,9,9
43_61,3,2,9,9
72_37,2,2,9,9
64_76,1,2,9,9
23_83,1,1,9,9
77_42,5,1,9,9
62_27,1,1,9,9
74_27,3,1,9,9
4_39,4,7,9,9
66_52,1,7,9,9
69_48,2,4,9,9
2_30,3,8,9,9
71_54,2,2,9,9
45_56,5,9,5,9
76_40,1,2,9,9
39_9,1,3,9,9
67_33,1,3,9,9
9_48,2,2,9,9
51_16,2,4,9,9
63_46,1,4,9,9
72_33,1,1,9,9
12_51,1,6,9,9
42_0,1,3,9,9
59_30,6,7,10,10
71_40,2,3,10,10
27_60,10,2,9,10
49_28,10,7,9,10
28_63,10,2,9,10
77_56,2,3,10,10
52_49,10,4,6,10
45_45,7,3,10,10
44_25,10,4,7,10
37_10,10,8,4,10
50_22,10,4,8,10
5_40,3,10,7,10
62_42,5,8,10,10
22_3,10,8,8,10
4_41,4,5,10,10
29_49,6,4,10,10
59_48,3,4,10,10
65_37,7,2,10,10
37_14,9,4,10,10
32_58,4,4,10,10
53_21,5,3,10,10
72_36,2,6,10,10
37_56,6,5,10,10
49_18,5,5,10,10
29_8,8,7,10,10
58_46,7,4,10,10
53_19,5,4,10,10
48_55,8,4,10,10
5_41,1,7,10,10
20_3,5,10,7,10
48_15,5,2,10,10
44_53,6,10,6,10
55_20,7,5,10,10
32_52,10,4,10,10
43_12,4,10,4,10
54_54,10,2,6,10
36_54,3,7,10,10
67_48,2,3,10,10
32_54,7,4,10,10
53_36,4,6,10,10
49_23,8,4,10,10
57_35,5,1,10,10
49_38,9,4,10,10
37_49,10,5,10,10
52_52,5,6,10,10
22_79,3,1,10,10
25_5,6,10,5,10
36_52,9,6,10,10
19_66,6,1,10,10
50_52,9,2,10,10
54_19,10,4,5,10
33_9,10,8,7,10
39_12,7,7,10,10
53_47,10,5,7,10
42_19,10,7,10,10
40_67,10,3,4,10
37_48,9,6,10,10
52_22,9,5,10,10
32_60,4,6,10,10
48_29,8,10,10,10
55_42,10,1,9,10
6_42,3,5,10,10
12_52,2,3,10,10
34_56,6,6,10,10
50_24,10,5,10,10
65_26,2,3,10,10
38_56,10,2,7,10
48_52,10,5,7,10
57_42,7,2,10,10
43_39,10,3,10,10
28_60,8,5,10,10
49_43,9,8,10,10
39_66,10,5,4,10
57_34,10,10,8,10
50_70,5,1,10,10
4_37,3,3,10,10
38_11,4,10,7,10
66_47,10,5,10,10
55_30,9,6,10,10
61_30,7,5,10,10
63_42,5,1,10,10
37_55,10,6,8,10
57_47,4,3,10,10
54_44,6,3,10,10
41_13,8,5,10,10
55_25,10,6,5,10
18_68,7,1,10,10
38_63,7,3,10,10
51_39,10,5,8,10
54_47,10,3,6,10
54_41,5,4,10,10
61_35,4,3,10,10
48_48,10,3,10,10
31_7,3,3,10,10
60_37,5,9,10,10
37_59,5,2,10,10
51_42,7,2,10,10
2_27,4,7,10,10
41_55,7,4,10,10
57_53,4,3,10,10
15_58,2,5,10,10
58_35,7,5,10,10
65_42,5,4,10,10
66_36,4,2,10,10
31_54,4,3,10,10
31_59,5,2,10,10
14_53,4,3,10,10
38_12,5,10,9,10
58_24,10,4,9,10
57_46,10,4,5,10
54_38,9,10,7,10
50_20,5,8,10,10
47_46,6,5,10,10
54_63,10,2,10,10
69_45,2,1,10,10
57_30,4,3,10,10
68_50,3,3,10,10
4_34,5,6,10,10
40_53,4,4,10,10
54_33,7,6,10,10
60_30,4,3,10,10
44_54,5,4,10,10
15_55,2,3,10,10
69_46,5,3,10,10
51_21,10,7,8,10
60_29,2,2,10,10
9_47,3,5,10,10
66_45,6,5,10,10
71_32,1,1,10,10
56_45,6,7,10,10
30_6,2,10,3,10
40_11,2,5,10,10
33_59,5,3,10,10
62_41,5,1,10,10
43_52,8,2,10,10
31_8,4,3,10,10
52_42,10,6,9,10
10_49,3,8,10,10
36_9,4,10,5,10
64_43,6,3,10,10
64_29,4,4,10,10
55_45,9,4,10,10
56_33,4,4,10,10
76_37,4,5,10,10
54_26,8,6,10,10
33_54,7,7,10,10
73_53,2,5,10,10
47_60,7,6,10,10
25_75,4,1,10,10
53_45,4,3,10,10
27_6,5,9,10,10
51_57,2,3,10,10
39_59,6,1,10,10
4_33,4,8,10,10
1_26,8,5,10,10
50_14,3,10,7,10
59_40,7,2,10,10
65_23,3,2,10,10
66_46,5,4,10,10
31_58,7,3,10,10
49_61,6,1,10,10
57_33,5,5,10,10
59_39,4,4,10,10
33_53,6,3,10,10
58_65,2,2,10,10
64_67,1,1,10,10
51_50,2,3,10,10
69_39,2,4,10,10
71_49,2,3,10,10
26_81,5,1,10,10
29_6,1,10,6,10
52_19,5,4,10,10
70_56,3,1,10,10
62_32,3,2,10,10
44_52,4,3,10,10
64_35,2,1,10,10
74_41,1,2,10,10
49_21,3,5,10,10
45_13,2,2,10,10
2_36,2,5,10,10
2_34,1,9,10,10
60_22,1,2,10,10
40_0,2,6,10,10
42_13,8,2,11,11
51_22,8,6,11,11
25_70,6,2,11,11
60_49,11,2,7,11
61_31,7,2,11,11
50_27,11,8,11,11
55_44,11,6,2,11
0_24,11,4,9,11
62_45,10,2,11,11
45_24,11,8,8,11
61_17,5,1,11,11
19_61,11,2,10,11
50_30,9,11,9,11
58_27,10,1,11,11
51_48,6,7,11,11
39_55,2,3,11,11
36_11,7,11,8,11
53_39,4,8,11,11
26_57,11,1,11,11
61_34,9,4,11,11
47_27,11,4,7,11
54_24,10,6,11,11
3_35,5,11,5,11
58_29,6,5,11,11
0_23,7,4,11,11
44_15,7,5,11,11
44_49,8,3,11,11
32_7,5,6,11,11
57_38,4,6,11,11
47_30,8,11,11,11
42_20,8,7,11,11
49_29,11,8,11,11
23_3,6,11,3,11
46_17,6,10,11,11
58_50,11,6,9,11
25_72,5,3,11,11
18_65,6,1,11,11
56_40,8,5,11,11
50_46,9,3,11,11
6_40,5,11,10,11
60_35,6,6,11,11
28_62,5,2,11,11
60_45,9,2,11,11
22_4,3,11,7,11
50_32,11,3,10,11
15_52,10,3,11,11
37_46,7,7,11,11
55_40,4,6,11,11
0_22,9,9,11,11
15_56,1,1,11,11
46_20,5,7,11,11
57_28,7,4,11,11
47_53,7,7,11,11
50_34,7,6,11,11
56_35,7,4,11,11
20_70,5,2,11,11
46_18,11,9,8,11
41_16,11,9,10,11
24_80,5,1,11,11
50_17,3,3,11,11
49_47,6,4,11,11
34_51,10,3,11,11
48_20,9,6,11,11
68_51,6,2,11,11
2_28,5,11,9,11
43_46,10,4,11,11
43_44,11,7,11,11
30_58,11,1,6,11
51_55,4,3,11,11
47_21,10,6,11,11
60_33,3,2,11,11
52_55,3,5,11,11
59_42,3,4,11,11
42_52,11,3,6,11
49_19,11,3,5,11
42_58,11,2,8,11
5_46,1,2,11,11
42_16,9,7,11,11
67_46,2,1,11,11
53_43,6,3,11,11
17_60,6,3,11,11
31_50,9,6,11,11
43_16,6,11,11,11
48_31,11,7,11,11
49_51,7,3,11,11
26_61,5,4,11,11
16_65,2,2,11,11
40_64,3,2,11,11
24_79,6,1,11,11
58_44,4,2,11,11
40_58,8,2,11,11
42_55,5,7,11,11
48_51,5,1,11,11
45_59,4,2,11,11
61_26,3,2,11,11
54_30,11,3,9,11
26_56,5,3,11,11
52_18,2,4,11,11
5_38,5,8,11,11
30_7,4,9,11,11
56_22,6,2,11,11
11_51,3,3,11,11
55_48,3,6,11,11
34_53,6,5,11,11
66_26,3,4,11,11
55_22,3,4,11,11
59_34,1,1,11,11
60_51,10,11,10,11
9_50,1,4,11,11
67_44,2,1,11,11
3_32,3,11,9,11
56_30,1,4,11,11
34_52,9,2,12,12
28_6,9,10,12,12
35_10,9,8,12,12
30_53,10,7,12,12
52_33,4,5,12,12
39_54,2,3,12,12
46_54,9,5,12,12
53_37,8,5,12,12
64_39,5,4,12,12
51_30,9,6,12,12
36_51,10,5,12,12
43_57,5,5,12,12
21_63,12,2,12,12
48_22,4,6,12,12
26_62,11,2,12,12
50_26,6,5,12,12
50_33,12,5,7,12
48_26,12,10,11,12
37_12,9,12,10,12
32_11,7,10,12,12
34_8,5,4,12,12
38_49,12,6,12,12
53_29,8,9,12,12
56_38,8,3,12,12
35_53,12,2,9,12
56_43,6,1,12,12
51_27,7,2,12,12
2_29,7,12,9,12
49_40,7,8,12,12
47_56,7,6,12,12
50_50,8,3,12,12
45_16,9,3,12,12
44_58,12,1,7,12
48_57,12,5,7,12
53_23,4,7,12,12
44_17,11,7,12,12
23_68,5,2,12,12
19_2,7,12,2,12
52_21,7,3,12,12
28_67,12,2,10,12
27_64,5,1,12,12
59_43,9,4,12,12
44_16,7,7,12,12
0_25,8,3,12,12
63_33,6,1,12,12
49_37,8,12,9,12
45_19,8,8,12,12
50_23,12,4,10,12
64_38,6,1,12,12
27_72,7,2,12,12
1_27,3,11,12,12
7_43,3,6,12,12
41_50,12,2,9,12
45_51,9,8,12,12
59_31,7,2,12,12
19_74,7,1,12,12
60_36,5,2,12,12
55_46,9,1,12,12
64_57,3,3,12,12
48_45,5,4,12,12
52_41,6,7,12,12
5_37,6,12,11,12
57_48,4,1,12,12
59_51,7,4,12,12
46_52,9,2,12,12
62_40,7,4,12,12
39_14,7,11,12,12
49_42,5,3,12,12
36_13,12,10,9,12
53_31,3,9,12,12
51_40,4,7,12,12
38_53,6,2,12,12
33_60,6,2,12,12
39_43,12,9,11,12
44_51,6,4,12,12
28_66,12,5,10,12
52_40,10,7,12,12
5_45,6,1,12,12
18_57,7,4,12,12
19_1,3,12,3,12
39_52,11,3,12,12
53_28,7,6,12,12
45_34,12,6,11,12
35_51,6,8,12,12
60_32,5,1,12,12
29_51,11,6,12,12
39_56,9,6,12,12
31_56,5,5,12,12
52_24,4,5,12,12
52_26,9,7,12,12
49_56,6,1,12,12
47_20,6,4,12,12
71_30,3,1,12,12
53_38,7,2,12,12
33_55,9,2,12,12
15_51,6,2,12,12
48_58,6,5,12,12
13_55,2,4,12,12
54_48,6,6,12,12
70_44,2,2,12,12
13_52,8,5,12,12
47_37,6,5,12,12
56_37,6,6,12,12
45_48,5,10,12,12
51_25,10,4,12,12
57_39,9,6,12,12
32_51,4,3,12,12
24_65,6,2,12,12
9_46,3,12,12,12
52_35,1,10,12,12
2_31,5,12,3,12
59_67,3,1,12,12
28_59,2,3,12,12
60_47,4,6,12,12
67_34,2,1,12,12
28_55,4,4,12,12
46_38,10,3,12,12
45_53,10,5,12,12
23_6,8,10,12,12
51_19,4,6,12,12
40_15,2,12,9,12
51_31,5,3,12,12
39_47,9,12,9,12
48_16,3,5,12,12
55_39,4,6,12,12
46_57,6,2,12,12
58_61,3,6,12,12
55_35,2,4,12,12
57_37,2,4,12,12
44_47,3,2,12,12
65_32,3,2,12,12
35_0,1,8,12,12
21_72,13,1,13,13
54_29,6,2,13,13
51_36,3,3,13,13
62_35,6,5,13,13
44_45,12,7,13,13
23_78,7,1,13,13
47_22,13,4,12,13
21_3,9,10,13,13
52_30,13,8,9,13
31_9,4,13,13,13
36_49,13,5,9,13
53_25,12,11,13,13
28_53,9,3,13,13
38_13,8,7,13,13
22_74,9,1,13,13
41_52,9,3,13,13
52_28,7,6,13,13
54_50,10,4,13,13
49_30,9,5,13,13
38_58,13,6,4,13
45_18,11,11,13,13
53_44,5,5,13,13
52_44,7,8,13,13
42_50,11,5,13,13
45_23,10,9,13,13
50_47,8,4,13,13
16_53,5,3,13,13
56_32,5,1,13,13
51_47,7,5,13,13
46_37,13,3,11,13
49_32,11,4,13,13
57_36,6,5,13,13
54_37,7,6,13,13
41_15,9,6,13,13
30_52,9,2,13,13
49_22,9,4,13,13
25_56,10,1,13,13
48_18,12,5,13,13
28_54,8,6,13,13
47_26,13,9,6,13
56_36,7,3,13,13
43_34,13,4,13,13
26_71,8,1,13,13
62_51,3,13,8,13
43_23,6,10,13,13
11_48,4,8,13,13
43_37,13,8,12,13
54_42,12,5,13,13
44_36,7,7,13,13
27_56,13,5,12,13
1_22,12,12,13,13
43_42,13,6,8,13
17_56,5,3,13,13
32_55,5,4,13,13
50_42,11,6,13,13
26_6,7,13,9,13
51_20,6,7,13,13
50_44,6,4,13,13
40_52,12,8,13,13
43_56,6,6,13,13
3_40,2,5,13,13
65_33,6,1,13,13
40_49,8,5,13,13
53_48,5,4,13,13
43_54,8,5,13,13
45_38,13,9,12,13
63_27,3,2,13,13
38_15,5,4,13,13
51_33,11,2,13,13
49_49,13,7,5,13
46_46,11,9,13,13
45_54,13,2,7,13
49_24,8,7,13,13
24_60,9,2,13,13
45_20,13,5,13,13
50_36,2,8,13,13
23_5,4,13,13,13
38_10,5,3,13,13
27_52,6,7,13,13
27_57,4,1,13,13
44_60,3,1,13,13
49_50,8,4,13,13
26_69,5,2,13,13
54_49,6,3,13,13
54_43,6,6,13,13
37_13,5,13,8,13
48_49,5,2,13,13
7_44,2,6,13,13
36_57,3,2,13,13
30_55,5,2,13,13
58_43,6,5,13,13
48_24,5,3,13,13
44_46,7,8,13,13
18_62,9,1,13,13
45_46,12,5,13,13
35_56,5,5,13,13
45_25,7,7,13,13
13_53,6,2,13,13
16_58,3,1,13,13
52_46,2,2,13,13
54_25,5,5,13,13
33_11,6,13,10,13
41_54,4,6,13,13
48_46,8,8,13,13
16_59,4,2,13,13
32_53,7,7,13,13
32_8,4,10,13,13
40_13,4,7,13,13
48_32,6,12,13,13
49_27,4,6,13,13
49_25,6,4,13,13
62_52,3,4,13,13
58_41,4,4,13,13
20_66,3,2,13,13
34_0,3,3,13,13
27_54,8,2,14,14
75_50,6,3,14,14
41_42,14,6,10,14
42_53,10,3,14,14
47_19,8,5,14,14
55_36,12,3,14,14
75_37,5,2,14,14
19_57,11,2,14,14
36_44,14,11,14,14
45_17,11,11,14,14
54_36,9,9,14,14
58_34,6,1,14,14
33_52,7,3,14,14
38_50,10,7,14,14
55_41,12,8,14,14
28_7,7,8,14,14
46_50,14,2,10,14
0_20,13,11,14,14
0_21,11,14,11,14
45_42,9,6,14,14
42_48,10,3,14,14
32_50,11,4,14,14
50_35,14,4,14,14
44_29,12,6,14,14
31_52,9,3,14,14
44_50,13,6,14,14
51_44,5,4,14,14
40_55,9,1,14,14
35_9,4,6,14,14
10_48,3,5,14,14
46_36,9,8,14,14
43_26,14,13,11,14
60_44,9,4,14,14
43_19,14,6,14,14
47_40,9,6,14,14
46_48,6,3,14,14
34_10,6,9,14,14
3_31,5,14,7,14
33_10,14,3,14,14
38_51,4,14,14,14
46_28,7,9,14,14
45_35,10,12,14,14
16_52,9,5,14,14
42_38,9,8,14,14
38_48,14,8,12,14
35_50,10,6,14,14
50_41,7,9,14,14
52_37,7,3,14,14
45_52,3,1,14,14
44_19,8,9,14,14
36_12,2,12,14,14
51_28,6,7,14,14
63_32,6,2,14,14
48_43,4,7,14,14
45_41,11,7,14,14
45_22,14,9,10,14
32_10,4,12,14,14
52_45,4,4,14,14
52_25,5,4,14,14
25_68,4,2,14,14
37_15,14,11,13,14
48_27,8,6,14,14
9_44,4,4,14,14
53_35,7,7,14,14
58_31,14,6,13,14
27_58,7,8,14,14
51_32,8,6,14,14
35_49,6,3,14,14
48_44,8,3,14,14
37_50,9,10,14,14
29_54,4,6,14,14
49_31,8,7,14,14
16_57,6,7,14,14
46_19,8,4,14,14
47_43,11,8,14,14
40_51,7,5,14,14
51_35,7,8,14,14
64_36,7,1,14,14
43_40,11,8,14,14
30_8,6,14,12,14
29_55,14,2,14,14
42_46,2,5,14,14
54_46,12,4,14,14
11_50,6,10,14,14
49_20,3,9,14,14
48_53,8,3,14,14
26_60,4,3,14,14
46_44,9,7,14,14
40_54,8,7,14,14
53_42,5,8,14,14
16_54,6,4,14,14
36_50,5,6,14,14
45_29,4,11,14,14
38_45,7,2,14,14
47_50,7,7,14,14
51_41,7,5,14,14
58_40,3,5,14,14
26_63,14,1,14,14
38_54,5,2,14,14
37_52,8,4,14,14
24_5,6,14,11,14
55_27,6,4,14,14
8_45,2,10,14,14
48_38,5,4,14,14
9_45,4,6,14,14
29_61,2,4,14,14
55_32,3,3,14,14
50_49,3,4,14,14
74_47,1,3,14,14
31_53,7,4,15,15
18_2,15,13,10,15
5_33,6,12,15,15
26_5,4,15,7,15
33_42,13,4,15,15
40_22,14,14,15,15
31_48,7,5,15,15
55_24,6,4,15,15
13_51,6,5,15,15
17_52,10,6,15,15
1_25,11,7,15,15
55_29,4,7,15,15
41_43,13,6,15,15
22_5,9,15,6,15
40_20,7,9,15,15
52_39,12,4,15,15
1_23,15,12,13,15
12_50,5,5,15,15
22_65,6,1,15,15
46_33,12,5,15,15
19_63,7,2,15,15
47_18,13,6,15,15
43_32,10,7,15,15
6_41,5,8,15,15
16_56,4,3,15,15
34_43,9,5,15,15
35_13,13,10,15,15
32_43,15,8,15,15
42_17,9,10,15,15
32_48,12,7,15,15
30_51,11,8,15,15
46_43,11,5,15,15
20_4,8,15,8,15
41_53,3,5,15,15
27_50,8,5,15,15
50_57,11,4,15,15
17_62,3,1,15,15
21_67,12,1,15,15
53_41,7,5,15,15
13_50,6,3,15,15
40_17,9,13,15,15
41_46,10,6,15,15
24_6,11,15,12,15
28_56,8,4,15,15
25_65,13,4,15,15
55_38,7,1,15,15
24_75,3,1,15,15
64_46,5,4,15,15
54_31,7,7,15,15
47_35,8,10,15,15
43_21,8,6,15,15
2_26,8,15,14,15
12_48,7,5,15,15
22_70,4,1,15,15
25_71,9,1,15,15
11_49,10,9,15,15
53_22,15,10,8,15
32_9,4,15,14,15
5_35,3,10,15,15
35_47,8,5,15,15
31_46,15,5,12,15
39_49,8,10,15,15
44_21,7,6,15,15
41_62,5,2,15,15
27_59,12,2,15,15
6_35,5,15,14,15
47_25,7,10,15,15
25_58,7,2,15,15
49_46,11,4,15,15
24_72,2,1,15,15
48_47,4,6,15,15
6_39,1,6,15,15
40_14,6,7,15,15
10_46,2,3,15,15
42_49,6,6,15,15
54_39,6,7,15,15
44_44,9,5,15,15
15_53,4,4,15,15
8_46,1,1,15,15
32_0,2,8,15,15
31_0,1,4,15,15
37_51,13,2,16,16
43_31,16,8,16,16
39_34,13,9,16,16
40_18,9,16,13,16
4_31,5,16,15,16
36_48,7,4,16,16
48_41,5,5,16,16
47_45,7,5,16,16
47_34,5,6,16,16
46_40,12,3,16,16
26_66,10,2,16,16
44_22,7,8,16,16
20_5,16,15,13,16
48_25,10,6,16,16
50_37,9,6,16,16
59_36,10,2,16,16
41_17,11,10,16,16
22_68,11,2,16,16
47_24,13,6,16,16
55_43,7,6,16,16
36_15,12,13,16,16
25_66,12,1,16,16
46_22,4,4,16,16
51_24,4,9,16,16
41_45,16,4,13,16
10_45,8,7,16,16
43_36,16,5,16,16
62_28,5,3,16,16
35_46,10,5,16,16
52_32,10,5,16,16
41_39,12,8,16,16
36_47,11,9,16,16
51_43,7,2,16,16
50_40,6,3,16,16
44_18,16,9,12,16
44_38,8,11,16,16
40_56,6,4,16,16
27_7,15,12,16,16
17_1,5,16,3,16
19_3,9,16,8,16
41_47,13,5,16,16
55_34,5,4,16,16
21_71,8,2,16,16
40_43,16,5,16,16
30_45,16,11,15,16
26_7,9,16,5,16
33_49,13,6,16,16
14_52,6,2,16,16
17_55,7,3,16,16
56_46,4,3,16,16
43_27,16,10,13,16
53_34,12,6,16,16
4_29,11,14,16,16
43_47,10,3,16,16
47_41,10,7,16,16
42_37,13,10,16,16
51_37,8,6,16,16
51_29,8,6,16,16
58_36,3,6,16,16
12_49,8,4,16,16
44_27,11,6,16,16
27_63,10,1,16,16
47_39,9,13,16,16
7_42,5,8,16,16
60_25,6,2,16,16
45_43,10,6,16,16
16_55,4,2,16,16
46_24,8,8,16,16
46_30,10,10,16,16
50_39,12,8,16,16
40_50,9,7,16,16
49_45,6,3,16,16
20_71,6,3,16,16
25_6,6,13,16,16
14_49,4,6,16,16
26_68,8,1,16,16
50_38,9,6,16,16
40_47,7,6,16,16
20_62,2,2,16,16
49_34,5,5,16,16
41_44,8,8,16,16
34_50,5,4,16,16
48_37,4,7,16,16
35_11,6,13,16,16
21_4,3,16,9,16
6_43,3,9,16,16
27_55,2,4,16,16
66_44,1,3,16,16
22_69,2,3,16,16
65_43,1,1,16,16
61_32,1,3,16,16
19_67,1,1,16,16
30_0,3,11,16,16
27_53,11,5,17,17
45_28,9,9,17,17
30_13,15,17,15,17
45_31,15,5,17,17
33_50,17,6,17,17
42_21,16,10,17,17
35_45,15,11,17,17
46_41,17,8,14,17
40_44,7,7,17,17
40_40,9,5,17,17
47_48,6,6,17,17
29_44,13,9,17,17
4_32,5,13,17,17
46_34,8,7,17,17
47_42,10,8,17,17
19_62,6,1,17,17
26_8,16,17,14,17
5_36,4,17,15,17
46_47,3,5,17,17
54_32,5,7,17,17
39_45,14,8,17,17
36_42,15,7,17,17
15_1,12,17,6,17
41_33,17,14,17,17
43_43,17,6,13,17
44_48,12,7,17,17
44_30,9,4,17,17
34_48,9,8,17,17
39_31,15,8,17,17
25_73,7,1,17,17
48_21,9,8,17,17
45_40,17,10,11,17
39_46,13,8,17,17
41_20,16,9,17,17
39_48,8,5,17,17
33_48,13,7,17,17
53_32,13,5,17,17
39_15,5,8,17,17
3_30,4,17,13,17
43_38,13,5,17,17
34_49,6,6,17,17
46_21,9,5,17,17
51_26,4,10,17,17
37_16,16,12,17,17
48_35,8,6,17,17
43_17,3,9,17,17
44_41,8,4,17,17
26_54,8,6,17,17
41_26,14,17,13,17
41_22,10,5,17,17
44_42,8,5,17,17
48_36,9,10,17,17
46_31,17,10,16,17
38_21,9,11,17,17
22_72,4,2,17,17
38_14,5,6,17,17
38_47,7,9,17,17
35_42,15,6,17,17
42_26,11,8,17,17
23_62,8,1,17,17
31_57,7,1,17,17
42_25,11,9,17,17
33_47,11,6,17,17
44_20,11,11,17,17
46_32,4,7,17,17
33_44,11,7,17,17
32_47,5,4,17,17
50_31,5,6,17,17
12_47,8,4,17,17
26_64,4,1,17,17
7_40,3,4,17,17
8_43,2,12,17,17
19_56,11,1,18,18
57_32,6,5,18,18
42_45,13,7,18,18
46_26,15,4,18,18
31_49,11,3,18,18
25_63,6,2,18,18
32_44,10,6,18,18
44_24,18,14,12,18
23_70,4,1,18,18
49_35,9,8,18,18
29_53,16,5,18,18
31_47,9,6,18,18
25_60,9,2,18,18
40_38,13,6,18,18
39_16,13,11,18,18
24_53,5,4,18,18
27_51,10,5,18,18
4_35,5,9,18,18
16_1,7,18,12,18
42_35,7,10,18,18
1_24,9,13,18,18
32_45,8,8,18,18
57_31,13,4,18,18
37_47,12,2,18,18
35_14,17,12,18,18
16_50,18,3,17,18
42_36,18,10,16,18
34_12,8,8,18,18
25_54,6,6,18,18
30_46,13,5,18,18
40_34,18,7,18,18
17_3,16,18,4,18
44_23,12,9,18,18
7_36,4,9,18,18
18_3,11,18,8,18
50_28,10,7,18,18
39_41,9,12,18,18
28_9,13,16,18,18
27_49,11,4,18,18
32_49,6,5,18,18
22_62,13,4,18,18
40_39,8,12,18,18
43_49,6,1,18,18
37_41,11,8,18,18
45_44,8,4,18,18
29_48,12,10,18,18
41_19,6,15,18,18
43_50,11,5,18,18
33_12,14,18,10,18
26_59,9,4,18,18
43_41,14,5,18,18
44_39,12,6,18,18
25_64,9,2,18,18
25_7,11,18,12,18
48_42,6,8,18,18
47_36,8,3,18,18
38_44,11,4,18,18
25_61,11,2,18,18
52_31,7,4,18,18
62_38,5,1,18,18
35_17,10,14,18,18
53_33,4,6,18,18
43_18,7,9,18,18
49_26,5,9,18,18
33_0,1,3,18,18
41_28,19,18,16,19
40_48,11,9,19,19
45_27,7,9,19,19
38_17,10,12,19,19
16_49,9,1,19,19
36_43,10,3,19,19
40_46,6,11,19,19
33_13,15,13,19,19
34_11,3,10,19,19
44_40,8,6,19,19
37_45,15,7,19,19
20_64,13,3,19,19
41_51,9,3,19,19
20_63,6,1,19,19
23_52,15,4,19,19
29_47,13,8,19,19
30_47,7,8,19,19
40_41,14,6,19,19
4_30,5,10,19,19
21_6,13,19,18,19
3_28,8,10,19,19
26_50,16,1,19,19
