neuron_fafb,neuron_banc,neuron_mcns
720575940619722496,720575941510663168,44457
720575940604222976,720575941445042304,26264
720575940621901696,720575941476987904,24426
720575940621634688,720575941533693440,23505
720575940617322880,720575941477350784,14455
720575940615677440,720575941476459776,30675
720575940606477696,720575941408481152,32812
720575940612951808,720575941352368640,19690
720575940613965184,720575941415211904,16208
720575940604790400,720575941402006528,19151
720575940605355904,720575941469354240,15959
720575940620004608,720575941455684864,35208
720575940616548864,720575941351990784,53562
720575940603552768,720575941497397120,14663
720575940625634048,720575941490625024,20961
720575940613280768,720575941452056192,30509
720575940605721856,720575941438212096,26434
720575940616715776,720575941435838208,21999
720575940613895936,720575941417202176,22184
720575940611638400,720575941431816192,17629
720575940606725888,720575941436663040,26745
720575940608680448,720575941516135552,23990
720575940613739392,720575941412809344,27553
720575940614406144,720575941483980416,20415
720575940610888064,720575941477587840,24448
720575940617769728,720575941437626624,22323
720575940606787840,720575941490438912,13862
720575940627511552,720575941548298368,29583
720575940610634624,720575941492061440,11745
720575940623112320,720575941471219712,48896
720575940630527744,720575941503528192,18645
720575940609925504,720575941414420864,58682
720575940624445952,720575941537296768,40943
720575940609261952,720575941393550720,34351
720575940618245760,720575941448529792,36288
720575940606573952,720575941414660736,15519
720575940606512640,720575941462716416,28992
720575940611129728,720575941436037120,17196
720575940616783232,720575941509305088,48586
720575940606156032,720575941432146304,35620
720575940613834240,720575941488408832,21144
720575940620476544,720575941392975616,60014
720575940625751552,720575941477577472,523372
720575940609470976,720575941456023296,19190
720575940611063936,720575941407410048,24160
720575940613701760,720575941681219968,50073
720575940612952576,720575941481583872,15776
720575940618151168,720575941449947264,26307
720575940606850560,720575941461443840,18802
720575940619445504,720575941476041216,10655
720575940618479360,720575941451829120,26510
720575940629468672,720575941481624960,22057
720575940607002112,720575941519506432,44139
720575940609911808,720575941430523136,61360
720575940623769728,720575941431378304,20279
720575940617151232,720575941469029120,13083
720575940605634816,720575941455629824,30850
720575940609406976,720575941405739776,20333
720575940614167424,720575941519361664,29709
720575940619997696,720575941513931776,17890
720575940625094272,720575941461205376,21098
720575940605527936,720575941472424704,41168
720575940606077568,720575941407900928,27025
720575940605532544,720575941474187136,19768
720575940620953600,720575941414534784,31046
720575940614212736,720575941453873664,24249
720575940617520384,720575941427901056,26520
720575940634756224,720575941431877248,517829
720575940612185344,720575941430473216,22140
720575940610000896,720575941431929472,27044
720575940619755776,720575941429342848,31649
720575940612149120,720575941452136064,26694
720575940609890304,720575941430007552,22824
720575940622316800,720575941536052992,21049
720575940614837888,720575941610192512,23713
720575940612499456,720575941440475008,25165
720575940623078912,720575941431824128,33507
720575940619130624,720575941546771584,24642
720575940614311168,720575941466822400,30141
720575940610397568,720575941431223168,18656
720575940619866112,720575941352980992,16144
720575940613956480,720575941447815040,14297
720575940629203968,720575941579206144,59472
720575940609601024,720575941547478912,29548
720575940626881792,720575941467289344,22696
720575940606846336,720575941408462464,22929
720575940612967680,720575941436489216,23855
720575940607043200,720575941439870336,30791
720575940605242240,720575941452472448,30104
720575940619925888,720575941429643648,38973
720575940605675776,720575941353104384,15917
720575940605395584,720575941441468032,14489
720575940606676992,720575941413838208,36642
720575940619646080,720575941588160640,13402
720575940606819840,720575941530926976,22714
720575940621840256,720575941461071104,19532
720575940606144896,720575941439532416,19533
720575940609795584,720575941431742592,20326
720575940604486912,720575941449946240,26452
720575940612239104,720575941400730368,22864
720575940614376448,720575941448050944,24654
720575940615478912,720575941516111488,32976
720575940613688704,720575941412840576,25640
720575940625952384,720575941438359040,22109
720575940612093952,720575941450806656,38441
720575940606688000,720575941407926784,20855
720575940607637504,720575941428209920,25957
720575940610855296,720575941470971904,30719
720575940611940736,720575941474359808,40172
720575940611713664,720575941353031424,50871
720575940622912128,720575941430716288,13777
720575940601103616,720575941468966144,19764
720575940621583232,720575941508847232,42615
720575940629423872,720575941516342784,21448
720575940609058688,720575941543173376,19521
720575940609158784,720575941478496128,38185
720575940606633216,720575941457217152,28990
720575940627608192,720575941440836992,22578
720575940625272576,720575941458399360,21673
720575940607467648,720575941483967232,53892
720575940617301632,720575941392849920,26209
720575940610316160,720575941481603072,37152
720575940617570048,720575941399164416,22554
720575940608103552,720575941486053376,56282
720575940611087744,720575941433419520,33741
720575940624719488,720575941464187776,46021
720575940606937984,720575941473744640,22026
720575940605772032,720575941408463744,27680
720575940604125312,720575941393072768,76681
720575940607832448,720575941392956416,17441
720575940608063616,720575941584338688,26005
720575940614466944,720575941480427776,37317
720575940604827776,720575941504065280,17020
720575940622036480,720575941519092096,28042
720575940614377984,720575941655810816,20814
720575940612520576,720575941412849792,21580
720575940612032896,720575941482160896,29127
720575940611231104,720575941475133056,41345
720575940606188288,720575941445203328,36059
720575940620100736,720575941429971840,66366
720575940625891584,720575941428446848,26390
720575940610118528,720575941431241984,36404
720575940610232320,720575941556418816,17552
720575940607178112,720575941483744384,29897
720575940604880896,720575941470996480,58839
720575940615862400,720575941611385728,22383
720575940610941824,720575941430589056,67501
720575940614705792,720575941431354496,28143
720575940618980480,720575941472259200,26495
720575940624463744,720575941460554880,18211
720575940607856256,720575941563135616,25350
720575940603975424,720575941476087296,16488
720575940611694592,720575941412131200,31641
720575940619953792,720575941472795008,17507
720575940611288704,720575941351182592,24671
720575940605198976,720575941449282432,31866
720575940608087168,720575941408770304,13114
720575940623713152,720575941459645824,22779
720575940605992320,720575941390136320,37678
720575940610903936,720575941411555712,50805
720575940606091648,720575941352243968,15274
720575940613429376,720575941413746304,23681
720575940625929984,720575941441371264,20426
720575940611826176,720575941433179136,27983
720575940610702464,720575941404855936,15710
720575940608362368,720575941450658176,12665
720575940614866432,720575941450220416,10573
720575940616592896,720575941440793600,26079
720575940608826368,720575941469131648,25583
720575940615833728,720575941489594112,28098
720575940620668160,720575941482376192,41167
720575940615622656,720575941429160576,19163
720575940616138880,720575941472597248,43812
720575940619061888,720575941523283072,59934
720575940606769664,720575941476862464,14678
720575940626765952,720575941539620736,26031
720575940603909760,720575941497609728,21694
720575940611264128,720575941499558272,30080
720575940610486784,720575941412858240,26099
720575940609774336,720575941475591552,20880
720575940603885824,720575941431426304,22296
720575940604212352,720575941439193216,26886
720575940611931648,720575941392667264,23860
720575940613822464,720575941554589440,28117
720575940612757888,720575941411390080,18623
720575940610585728,720575941404170112,23176
720575940608161152,720575941392725888,12271
720575940604905984,720575941505533056,22807
720575940610384256,720575941535443968,16796
720575940646241408,720575941430607232,95815
720575940607834752,720575941506334464,52850
720575940615392640,720575941434383744,13456
720575940607614208,720575941524784512,29524
720575940620785024,720575941431361024,41413
720575940609164288,720575941554533248,42288
720575940620500736,720575941412114816,14817
720575940606747776,720575941584372608,64432
720575940609789184,720575941430119040,30881
720575940605681024,720575941428365184,22595
720575940616119424,720575941518410880,62849
720575940620469376,720575941443946112,33735
720575940610660992,720575941428748672,30936
720575940607206016,720575941405176192,21912
720575940604843392,720575941553319808,14547
720575940611242624,720575941353169408,23500
720575940622659840,720575941476369920,21416
720575940605009152,720575941463887104,34622
720575940623415168,720575941474598912,25480
720575940617159552,720575941480416000,36756
720575940610938880,720575941437826816,12234
720575940610426496,720575941480376832,12758
720575940611556992,720575941555444480,63240
720575940614389888,720575941507259648,18342
720575940603707648,720575941469273728,15287
720575940611859072,720575941494161024,26150
720575940617571968,720575941448316928,32302
720575940610584960,720575941455160320,19120
720575940621656832,720575941392916992,517355
720575940604895104,720575941565362048,31522
720575940620287872,720575941489677824,16374
720575940612862080,720575941474334720,13622
720575940621848960,720575941494934912,19458
720575940603694976,720575941461063680,36481
720575940604731264,720575941350472960,62278
720575940611953664,720575941454607360,47724
720575940610980096,720575941496697472,32809
720575940617475072,720575941472008704,15681
720575940607703296,720575941452429696,12095
720575940610479616,720575941472290816,27997
720575940612037120,720575941481756928,22336
720575940613991552,720575941410019712,51513
720575940613441280,720575941540349056,29607
720575940607818624,720575941433235968,14525
720575940615338880,720575941534469248,18879
720575940621797248,720575941450674304,33254
720575940614601088,720575941450967168,25747
720575940637085440,720575941536364928,26683
720575940609265664,720575941408490624,26203
720575940615992704,720575941515949824,18409
720575940612908416,720575941506543872,39803
720575940638245376,720575941400788736,24576
720575940605410560,720575941438211072,14425
720575940625944320,720575941482359552,15648
720575940614238592,720575941466207488,26956
720575940604659840,720575941441319296,17177
720575940607988736,720575941478547840,28720
720575940611194368,720575941479744768,27279
720575940606049152,720575941460652928,55980
720575940620323712,720575941410205056,63068
720575940620856576,720575941392108032,38796
720575940623204864,720575941490276352,25308
720575940611635328,720575941459992192,44916
720575940606036864,720575941438855680,20700
720575940610272384,720575941450388096,20885
720575940614248832,720575941451866240,19290
720575940606450816,720575941586774016,19487
720575940606551680,720575941557243904,74446
720575940605625984,720575941498576256,21379
720575940620975488,720575941533272832,22053
720575940623329152,720575941430128512,43273
720575940608287744,720575941513310848,16696
720575940606231040,720575941479160832,40048
720575940606573568,720575941498948480,17665
720575940611968896,720575941516352000,24677
720575940610896384,720575941515813504,18122
720575940628347776,720575941645577472,15907
720575940619906176,720575941451666048,16891
720575940605868928,720575941499328256,16962
720575940614009472,720575941513921664,37659
720575940612857728,720575941642487808,16217
720575940607499776,720575941439830784,524230
720575940620597248,720575941453557376,22443
720575940610202112,720575941495966976,31225
720575940622905088,720575941441432064,23508
720575940622992256,720575941520547968,23107
720575940610553600,720575941490414848,17669
720575940617479168,720575941556945280,29589
720575940615044480,720575941626515840,12216
720575940616107648,720575941441900160,23489
720575940613509376,720575941494969728,26220
720575940610334080,720575941478686080,15642
720575940620948224,720575941474841088,33275
720575940612031488,720575941458953344,17736
720575940611654528,720575941431287552,44874
720575940614955136,720575941491576064,36877
720575940610205312,720575941429294976,17933
720575940611214080,720575941495703552,36357
720575940604396160,720575941430849408,32644
720575940614620032,720575941417258752,18110
720575940613491072,720575941516228096,16331
720575940616264448,720575941477395072,60762
720575940607892480,720575941514905856,18250
720575940613087872,720575941490259968,27512
720575940605597056,720575941549805056,19244
720575940624157056,720575941468851200,31399
720575940614328704,720575941448833152,39351
720575940631411072,720575941438631808,33259
720575940618522624,720575941506081664,15180
720575940611380864,720575941599065600,45162
720575940604663552,720575941489763072,28623
720575940614466432,720575941512525184,85668
720575940606322944,720575941461729536,43103
720575940604893824,720575941467788800,24989
720575940608873728,720575941534955648,18810
720575940617064576,720575941518800640,18768
720575940606102528,720575941430658560,11114
720575940625531776,720575941436826624,26008
720575940607970304,720575941411423872,46541
720575940613685504,720575941551395328,16277
720575940611803264,720575941437921280,35121
720575940613326208,720575941458808832,35099
720575940608001920,720575941456146304,20645
720575940606873472,720575941399187968,36469
720575940608171648,720575941431025280,28658
720575940616887808,720575941547311488,13054
720575940608886656,720575941601243264,17625
720575940615592448,720575941447961856,19613
720575940616819328,720575941475006336,18181
720575940607037696,720575941438573312,44323
720575940620541824,720575941434874880,34151
720575940603352704,720575941475037440,25866
720575940623630336,720575941536122112,42573
720575940621044096,720575941390767232,41556
720575940607963136,720575941400285440,11577
720575940611145728,720575941405601792,23920
720575940614724480,720575941486716544,28776
720575940618172544,720575941496322304,25405
720575940616966400,720575941510233600,51575
720575940612711936,720575941447412864,29759
720575940606048640,720575941402279936,27901
720575940612848896,720575941431656704,20410
720575940624659968,720575941535224832,19552
720575940603379200,720575941411221120,37845
720575940606182784,720575941430386432,25235
720575940611334016,720575941436748288,17351
720575940620381312,720575941495848192,10814
720575940612002176,720575941393695104,41215
720575940612677120,720575941473482112,23325
720575940610063872,720575941521461888,39445
720575940627572352,720575941531270400,17201
720575940615635840,720575941491075200,42844
720575940606774272,720575941410449280,48521
720575940611570944,720575941451001472,23542
720575940604437120,720575941515619968,45005
720575940612418048,720575941632518784,27828
720575940611337472,720575941506419712,14752
720575940615066368,720575941549163520,13102
720575940605147008,720575941430452736,21232
720575940612129536,720575941413508736,22660
720575940614384000,720575941592951808,21538
720575940614326528,720575941445334912,91490
720575940623700736,720575941450337664,46557
720575940620937984,720575941610184960,41761
720575940621413632,720575941436514048,16253
720575940605668096,720575941441112192,12496
720575940611142912,720575941441909120,15914
720575940617224064,720575941412808832,32175
720575940609001216,720575941533035008,34036
720575940613124736,720575941480317312,11635
720575940609548928,720575941402442496,20339
720575940608845184,720575941431354752,525341
720575940605454336,720575941481347200,22373
720575940607875968,720575941479369344,74605
720575940623130496,720575941477574144,28830
720575940615167360,720575941447769728,29040
720575940606484736,720575941431375232,38395
720575940643692032,720575941498576768,37153
720575940610584320,720575941456940544,21051
720575940625038976,720575941404136576,25325
720575940609646080,720575941438632704,14240
720575940620054144,720575941489524224,15618
720575940608808960,720575941459558784,11095
720575940619607424,720575941688397312,33477
720575940603839744,720575941453015936,22437
720575940624205056,720575941439191680,26169
720575940611628160,720575941450512256,40835
720575940616980864,720575941506355328,44878
720575940618351360,720575941473910656,22225
720575940616604032,720575941505794304,22211
720575940622468608,720575941469166208,14810
720575940606467712,720575941456103808,26556
720575940608076800,720575941425782400,23979
720575940603407360,720575941430149504,41989
720575940606421504,720575941404453248,33838
720575940616482304,720575941479726720,26276
720575940633728128,720575941535282944,20380
720575940614658688,720575941440658816,14577
720575940617133952,720575941507706880,17776
720575940638678656,720575941439814656,27178
720575940636617856,720575941529127552,36917
720575940609171456,720575941516321792,28329
720575940605785856,720575941450237056,20141
720575940620610944,720575941484124928,52232
720575940626253056,720575941637812096,37290
720575940624838528,720575941410047872,31894
720575940620765568,720575941611438464,18616
720575940608379904,720575941469248256,19341
720575940610259200,720575941439486720,34605
720575940626305920,720575941508462464,21860
720575940613513600,720575941534438784,30262
720575940610085760,720575941439440896,25927
720575940615538816,720575941428412544,34823
720575940620034048,720575941584150400,26350
720575940605190016,720575941572736896,12418
720575940620552320,720575941412552064,38781
720575940608615168,720575941412651648,32624
720575940612119808,720575941474554368,45644
720575940610649216,720575941461416704,23848
720575940608296448,720575941392890624,35916
720575940615800448,720575941437659008,14467
720575940605891072,720575941416359680,29878
720575940640456960,720575941473328128,805934
720575940612259712,720575941407181440,17566
720575940617008896,720575941408807936,51617
720575940607528960,720575941414326912,22402
720575940620510720,720575941473035520,71333
720575940604101248,720575941436693248,23287
720575940604949504,720575941453505152,29297
720575940605292672,720575941430243072,28262
720575940611828608,720575941401022720,22444
720575940614586368,720575941503713024,23799
720575940615582080,720575941411480192,17813
720575940612099072,720575941523100544,28243
720575940606722176,720575941513808768,16399
720575940604934528,720575941401454848,29883
720575940610780800,720575941547814016,19877
720575940612401152,720575941414404480,49832
720575940619038848,720575941413951232,87471
720575940626016896,720575941481554688,16840
720575940614110336,720575941463638272,28306
720575940619917312,720575941573362816,39577
720575940612934656,720575941534977792,29568
720575940614645632,720575941437649408,24437
720575940623714560,720575941464136960,26866
720575940637731968,720575941436996864,24114
720575940612923136,720575941471989504,50093
720575940611251456,720575941464163712,26311
720575940619028480,720575941440463616,19207
720575940616750464,720575941630003456,34400
720575940620527744,720575941542058240,18732
720575940608554112,720575941670439552,29824
720575940619219200,720575941429543168,15524
720575940627812992,720575941585466368,17938
720575940613530624,720575941506922624,30165
720575940609521664,720575941531603584,53497
720575940611206144,720575941438420992,31533
720575940611154176,720575941551847680,29107
720575940613471360,720575941525201152,47005
720575940608009728,720575941428440192,35977
720575940609148928,720575941431208192,13711
720575940610670208,720575941482465536,30965
720575940620120192,720575941474282752,18781
720575940618822400,720575941555756416,29998
720575940630380160,720575941645118720,60663
720575940614423040,720575941494789120,13564
720575940618317056,720575941504116992,10921
720575940605276544,720575941427947904,42006
720575940613106944,720575941482680064,53013
720575940608280576,720575941438469888,44817
720575940610669056,720575941596585088,11048
720575940619115008,720575941411887488,24562
720575940608010496,720575941492014336,46153
720575940609785856,720575941681443456,40708
720575940620245248,720575941563683200,18785
720575940635050112,720575941453086592,14092
720575940627470464,720575941563355136,15401
720575940640357760,720575941513577728,54496
720575940606640128,720575941566408448,42303
720575940623246336,720575941414490496,23512
720575940610487296,720575941454836992,46226
720575940611209088,720575941461107968,19330
720575940615767936,720575941438716928,15214
720575940644748928,720575941438343936,15674
720575940614704384,720575941476408576,57397
720575940613467008,720575941413254784,55474
720575940624353536,720575941471139200,52567
720575940608960000,720575941459313664,19991
720575940626336384,720575941490670080,24701
